question,answer,comment,access,products,object_id,original_filename,upload_date,last_updated,tags
Are password-protected screensavers implemented for servers and workstations?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~132,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
"Have you implemented two-factor authentication (e.g., username/password and hard token) for remote access (e.g., VPN) to the network?",Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~119,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
"Do you require MFA for all administrative access accounts, on all IT assets related to the services provided to H&M, whether managed on-site or through a third-party provider?",Yes,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~7d337829-56ea-42aa-ab89-10424e0015e7~HM_Assessment_Responses.csv~38,HM_Assessment_Responses.csv,2025-08-20T19:32:53.042Z,2025-08-20T19:32:53.042Z,Advertiser
"Do you have an inventory of your IT assets relevant to services provided to H&M with assigned owners/responsible, servers, software name, version number, etc. ?",Yes,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~7d337829-56ea-42aa-ab89-10424e0015e7~HM_Assessment_Responses.csv~27,HM_Assessment_Responses.csv,2025-08-20T19:32:53.042Z,2025-08-20T19:32:53.042Z,Advertiser
Are alarms configured to provide escalation notifications directly to:,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~42,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
"Is there an internal audit, risk management, or compliance department, or similar management oversight function with responsibility for tracking resolution of outstanding regulatory or compliance issues?",Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~196,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T20:42:57.659Z,InfoSec/Privacy
Which groups of staff (individual contractors and full-time) have access to customer personal and sensitive data?,"User access is centrally managed using the DoubleVerify ticketing system and is coordinated with the IT Department and HR Department at DoubleVerify. All access requests are treated on a ""least-access principle."" The level of access assigned to a user to the organization's information systems is based on the minimum necessary amount of data access required to carry out legitimate job responsibilities assigned to a user's job classification. After termination, user access is revoked timely.",,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~76,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:54:25.661Z,InfoSec/Privacy
Do you have an assigned security official responsible for implementing HIPAA/HITECH administrative safeguards?,N/A,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~30,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T18:01:21.676Z,Advertiser
"Have you implemented web filtering software on appliances that restrict access to websites known for peer-to-peer file trading, viruses, hacking or other malicious sites on all computers with Internet access?",Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~75,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Do you comply with the EU AI Act?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~87,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T18:01:22.687Z,Advertiser
"Are regular privacy impact risk assessments conducted? If yes, please provide frequency and scope in 'Additional Information' field.",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~57,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:48:15.639Z,InfoSec/Privacy
"Is the BCP programme based upon a recognised standard? (Please state if ISO22301, etc.)",Our BC/DR is reviewed by our auditors as part of our SOC 2 Type II.,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~117,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:21:03.691Z,
"Where commercially available or otherwise feasible, have you implemented internal secure data channels to prevent rogue processes from intercepting data transmitted between system processes?",Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~101,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
"Do fourth parties, (e.g., subcontractors, sub-processors, sub-service organizations) have access to, receive, or process client scoped data?",Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~175,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:21.670Z,InfoSec/Privacy
"Does your company have the ability to delete, anonymize, update, and correct any personal or sensitive personal data, if requested to do so by the NYTCo.?",Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~159,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T19:21:35.637Z,InfoSec/Privacy
What controls are in place to prevent inadvertent or unauthorized collection of minors' Personal Information?,N/A,The DV Solutions are not intended to be used to verify ads presented to minors,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~50,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T20:03:35.680Z,Advertiser
Do you restrict internal LAN access to the content/production systems to authorized personnel?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~80,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
For what purpose are you leveraging AI on your platform?,Fraud and Content Classification services related to Brand Suitability,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~73,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T18:01:28.684Z,Advertiser
Do you have a process to test for web/client application vulnerabilities?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~131,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
How do you support advertisers that may be required to effectuate an access request?,Data subjects may enforce their rights by following the steps outlined in this form: https://doubleverify.com/opt-out/,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~70,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T19:30:30.648Z,Advertiser
"Are development, test, and staging environment separate from the production environment?",Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~270,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:21.684Z,InfoSec/Privacy
Do you have a defined security awareness and training policy inclusive of compliance requirements and security awareness and training procedures?,1 (Yes),,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~52,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:21:03.684Z,InfoSec/Privacy
Is there a scheduled maintenance window?,No,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~180,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
"Do you prevent sharing of sensitive personal information, known and inferred, in the bidstream or via tagging?",NotApplicable,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~63,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T18:01:27.700Z,Advertiser
Does the product or service you provide use an AI model (AI integration)?,No,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~088429eb-710e-4478-98b3-8c26d5e2d232~TX_Pub_Questionnaire_Responses.csv~11,TX_Pub_Questionnaire_Responses.csv,2025-04-07T17:12:15.947Z,2025-05-20T19:30:30.664Z,Publisher
Describe your data retention and disposal process?,In regards to the scope of Ad Verification & Measurement data: DoubleVerify keeps raw data for up to 45 days. Ad data is aggregated and stored for 540 days. We have a Data Retention and Deletion Policy.,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~40,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:21.678Z,
Are application self service features or an Internet accessible self-service portal available to clients?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~140,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
"Does your application support the use of SSO (e.g., SAML 2.0, oAuth, etc..) for authentication of Phreesia employees? Please specify.","Yes, partners have the ability to integrate with the DoubleVerifyPS platform via Single Sign On.",,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~15,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T19:09:19.636Z,InfoSec/Privacy
"Do you use VPN access for remote corporate infrastructure access?
If so, please describe.",Yes - DoubleVerify utilizes a VPN to access all internal resources. DoubleVerify's VPN requires a single sign on authentication (SSO) as well as Two Factor Authentication (2FA) via Okta.,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~73,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:24.707Z,
"Please describe your general rules management in relation to role provisioning, deprovisioning, and recertification.",DoubleVerify utilizes an RBAC system with access given based on least privilege,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~30,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T20:57:46.652Z,Sample
"Do you have business tools available for use that collect and process personal information on behalf of advertisers? (e.g., pixels, API connections, etc.)",Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~57,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T21:31:11.658Z,Advertiser
Which product or service does your response to this questionnaire relate to?,Verification services,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~4,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T18:01:20.638Z,Advertiser
Are visitors permitted unaccompanied with the electronic key card access to content/production areas?,No,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~66,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
"Do you limit the use of your business tools for certain verticals (e.g., health and wellness, finance) due to state-specific laws (e.g., Washington's My Health My Data Act)?",No,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~59,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T19:30:30.666Z,Advertiser
Has the GAI tool been designed to comply with relevant ethical frameworks or guidelines?,Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~142,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:48:15.642Z,InfoSec/Privacy
"Is there a data retention/destruction requirement that includes information on live media, backup/archived media, and information managed by fourth parties?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~10,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Is there a password policy for systems that transmit, process or store scoped systems and data that has been approved by management, communicated to constituents, and enforced on all platforms and network devices? If no, please explain in the Additional Information field.",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~21,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Is there an anti-malware policy or program that has been approved by management, communicated to appropriate constituents and an owner to maintain and review the policy?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~76,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Is a web site or web application supported, hosted or maintained that processes scoped systems and data?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~38,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Have you conducted the required HIPAA security risk assessment within the last 3 years?,N/A,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~33,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T18:01:27.694Z,Advertiser
Are all your relations with your service providers and suppliers always based on contractually agreed information security and privacy requirements?,Yes,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~7d337829-56ea-42aa-ab89-10424e0015e7~HM_Assessment_Responses.csv~57,HM_Assessment_Responses.csv,2025-08-20T19:32:53.042Z,2025-08-20T19:32:53.042Z,Advertiser
Is a CCTV system installed that records all facility entry/exit points and restricted areas?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~47,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
"Do you use HTTPS and enforce use of a strong cipher suite (e.g., TLS v1.2/v1.3) for the internal/external web portal?",Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~109,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Where are you located?,United States,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~088429eb-710e-4478-98b3-8c26d5e2d232~TX_Pub_Questionnaire_Responses.csv~2,TX_Pub_Questionnaire_Responses.csv,2025-04-07T17:12:15.947Z,2025-05-20T18:54:24.643Z,Publisher
Are you going to provide Cloud Services to AMC Networks?,No,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~168,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Have you been subject to a regulatory enforcement action or investigation regarding your use or processing of Personal Information?,No,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~23,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T18:01:23.662Z,Advertiser
Is there security control for third parties and for staff personnel working in secure area?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~61,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Has the Business Continuity and/or Crisis Management Plan been developed using data derived from a Business Impact Analysis (BIA)?,Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~204,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:21.670Z,InfoSec/Privacy
"Are any mobile devices with access to scoped data, employee/contractor owned (BYOD)?",No,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~245,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T20:57:46.659Z,InfoSec/Privacy
Which data centers/countries/geographies are you deployed in?,"USA and globally, based on the location of the end user",,Internal,"Advertiser Suite,Publisher Suite",8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~49,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:24.711Z,
Are non-company managed computing devices used to connect to the company network?,No,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~52,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Is there a process to remove access to systems containing scoped data within 24 hours for terminated constituents?,Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~15,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Is every connection to an external network terminated at a firewall (e.g., the Internet, partner networks)?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~58,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Are Information Security requirements specified and implemented when new systems are introduced, upgraded, or enhanced?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~17,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Is there a staffed form of communications (e.g., e-mail, web form, phone, etc.) available to customers/clients 24/7/365 to report security incidents?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~47,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Are defined procedures in place to identify and correct systems without anti-virus at least weekly for all end user devices?,Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~50,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Are vendor default passwords removed, disabled or changed prior to placing any device or system into production?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~72,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
What countries does DoubleVerify not conduct business in due to government sanctions?,"Belarus, Central African Republic, China, Cuba, Iran, Libya, North Korea, Russia, Somalia, Sudan, Syria, Zimbabwe",,Internal,"Advertiser Suite,Publisher Suite",8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~62,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:25.689Z,InfoSec/Privacy
"Is there an anti-malware policy or program that has been approved by management, communicated to appropriate employee/contractors and an owner to maintain and review the policy?",Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~229,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:28.688Z,InfoSec/Privacy
Are encrypted communications required for all remote network connections from external networks to networks containing scoped systems and data?,Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~238,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:54:24.649Z,InfoSec/Privacy
"Is there a policy that defines network security requirements that is approved by management, communicated to constituents and has an owner to maintain and review?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~54,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Are Network Intrusion Detection capabilities employed e.g., appliance, software, etc.?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~64,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Does the password policy require changing passwords when there is an indication of possible system or password compromise?,Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~26,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Is there a formal Incident Response Plan that includes an escalation procedure?,Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~44,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Is an Application Programming Interface (API) available to clients?,Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~40,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Are all firewall and other network Access Control List (ACL) rules reviewed and updated at least quarterly and include identification and removal of networks, sub networks, hosts, protocols or ports no longer in use?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~60,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Is regulated or confidential scoped data stored electronically with data protection safeguards e.g., full-disk encryption, databases, files, encryption keys, etc.?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~13,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Are there documented policies and procedures regarding limiting the personal information collected and used to the minimum necessary?,Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~177,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:28.687Z,InfoSec/Privacy
"Are Scoped systems and data used in the test, development, or QA environments?",No,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~33,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Are development, test, and staging environment separate from the production environment?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~32,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Is there a secure software development lifecycle policy that has been approved by management, communicated to appropriate constituents and an owner to maintain and review the policy?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~35,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Are identified security vulnerabilities remediated prior to promotion to production?,Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~37,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Does the organization maintain policies and procedures for the access to and the usage of collaborative computing devices or applications e.g., networked white boards, cameras, and microphones?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~63,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Are there security and hardening standards for network devices, including Firewalls, Switches, Routers and Wireless Access Points (baseline configuration, patching, passwords, Access control)?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~55,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Is there an asset management program approved by management, communicated to constituents and an owner to maintain and review?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~4,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
